code,category,name,description,material,capacity,colors,price_inr,source_page,source_code,image_region,raw_excerpt,data_status
XG-MG-015,Mugs,,Product code : XG-M15,304 stainless steel vacuum coffee mug,350 ml,"MATT BLACK;Blue;white",,19,XG-MG-015,middle-left,"- yy f f { \ XG-MG-013 XG-MG-014 : ece j e Color Option ail Color Option XG-MG-015 XG-MG-016 _ : = Color : MATT BLACK , Blue & white. ay SHIRE anal sn darkbhue , e e020 y Color Option Color Option tt XG-MG-017 XG-MG-018 —E—_— eo — ££ @@ = Color Option At Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-016,Mugs,,Product code : XG-M16,304 double wall insulated vacuum mug with close lid,350 ml,"PURPLE;sea Green;darkblue;wine;white;black",,19,XG-MG-016,middle-right,"- yy f f { \ XG-MG-013 XG-MG-014 : ece j e Color Option ail Color Option XG-MG-015 XG-MG-016 _ : = Color : MATT BLACK , Blue & white. ay SHIRE anal sn darkbhue , e e020 y Color Option Color Option tt XG-MG-017 XG-MG-018 —E—_— eo — ££ @@ = Color Option At Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-017,Mugs,,Product Code: XG-M17,304 vacuum hot & cold,350ml,"Blk;light blue;light green;orange",,19,XG-MG-017,bottom-left,"13 XG-MG-014 : ece j e Color Option ail Color Option XG-MG-015 XG-MG-016 _ : = Color : MATT BLACK , Blue & white. ay SHIRE anal sn darkbhue , e e020 y Color Option Color Option tt XG-MG-017 XG-MG-018 —E—_— eo — ££ @@ = Color Option At Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-018,Mugs,,Product code : XG-M18,304 double wall insulated vacuum coffe cup with slider cap,320 ml,"BLACK;white;purple",,19,XG-MG-018,bottom-right,"14 : ece j e Color Option ail Color Option XG-MG-015 XG-MG-016 _ : = Color : MATT BLACK , Blue & white. ay SHIRE anal sn darkbhue , e e020 y Color Option Color Option tt XG-MG-017 XG-MG-018 —E—_— eo — ££ @@ = Color Option At Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-019,Mugs,,Product code : XG-M19,304 double wall insulated vacuum coffe cup with temperature display,460 ml,"BLACK;BROWN;Green",,20,XG-MG-019,top-left,,VERIFIED_FROM_CATALOGUE
XG-MG-020,Mugs,,Product code : XG-M20,304 double wall insulated vacuum coffe cup with temperature display,400 ml,"Blue;brown",,20,XG-MG-020,top-right,,VERIFIED_FROM_CATALOGUE
XG-MG-021,Mugs,,Product code : XG-M21,STAINLESS STEEL COFFEE CUP WITH HANDLE & Lid,200 ml,steel,,20,XG-MG-021,middle-left,"fe  {  \ AGMG'0 9 GEM 029 A@, ee : e Color Option ail Color Option XG-MG-021 XG-MG-022  e y  Color Option Color Option tt XG-MG-023 XG-MG-024 e y e | Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-022,Mugs,,Product code : XG-M22,304 double wall insulated vacuum coffee Cup with handle,400 ml,white & BLACK,,20,XG-MG-022,middle-right,"fe  {  \ AGMG'0 9 GEM 029 A@, ee : e Color Option ail Color Option XG-MG-021 XG-MG-022  e y  Color Option Color Option tt XG-MG-023 XG-MG-024 e y e | Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-023,Mugs,,Product code : XG-M23,304 double wall insulated vacuum coffe cup with cork base & slider cap,450 apx,matt black,,20,XG-MG-023,bottom-left,"fe  {  \ AGMG'0 9 GEM 029 A@, ee : e Color Option ail Color Option XG-MG-021 XG-MG-022  e y  Color Option Color Option tt XG-MG-023 XG-MG-024 e y e | Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-024,Mugs,,Product code : XG-M24,304 double wall insulated vacuum coffee cup,400 ml,Black,,20,XG-MG-024,bottom-right,"fe  {  \ AGMG'0 9 GEM 029 A@, ee : e Color Option ail Color Option XG-MG-021 XG-MG-022  e y  Color Option Color Option tt XG-MG-023 XG-MG-024 e y e | Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-025,Mugs,,,304 double wall insulated vacuum coffee cup with slider cap,450 apx,matt black,,21,XG-MG-025,top-left,LL  y  yo  i  \ XG-MG-025 — XG-MG-026 e e Color Option a Color Option XG-MG-027 r=) XG-MG-028 e e \ y Color Option Color Option a XG-MG-029 XG-MG-030 ececcoee y e°@ Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-026,Mugs,,,304 double wall insulated vacuum coffee cup with spoon & handle,450 apx,matt black & White,,21,XG-MG-026,top-right,LL  y  yo  i  \ XG-MG-025 — XG-MG-026 e e Color Option a Color Option XG-MG-027 r=) XG-MG-028 e e \ y Color Option Color Option a XG-MG-029 XG-MG-030 ececcoee y e°@ Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-027,Mugs,,,304 double wall insulated vacuum coffee with flip cap,450 apx,matt black & white,,21,XG-MG-027,middle-left,LL  y  yo  i  \ XG-MG-025 — XG-MG-026 e e Color Option a Color Option XG-MG-027 r=) XG-MG-028 e e \ y Color Option Color Option a XG-MG-029 XG-MG-030 ececcoee y e°@ Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-028,Mugs,,,304 double wall insulated vacuum coffee Cup with handle,400 ml,white & BLACK,,21,XG-MG-028,middle-right,LL  y  yo  i  \ XG-MG-025 — XG-MG-026 e e Color Option a Color Option XG-MG-027 r=) XG-MG-028 e e \ y Color Option Color Option a XG-MG-029 XG-MG-030 ececcoee y e°@ Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-029,Mugs,,,,350 ml,"brown;peach;blue;red;maroon;black",,21,XG-MG-029,bottom-left,LL  y  yo  i  \ XG-MG-025 — XG-MG-026 e e Color Option a Color Option XG-MG-027 r=) XG-MG-028 e e \ y Color Option Color Option a XG-MG-029 XG-MG-030 ececcoee y e°@ Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-030,Mugs,,,304 double wall vacuum insulated coffee mug with temperature display,510 ml,"Matt black;white & blue",,21,XG-MG-030,bottom-right,LL  y  yo  i  \ XG-MG-025 — XG-MG-026 e e Color Option a Color Option XG-MG-027 r=) XG-MG-028 e e \ y Color Option Color Option a XG-MG-029 XG-MG-030 ececcoee y e°@ Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-031,Mugs,,304 double wall vacuum insulated coffee mug with flip cap open.,304 double wall vacuum insulated coffee mug,350 ml,"Matt black;white;blue",,22,XG-MG-031,top-left,"fe { \ XG-MG-031 XG-MG-032 oe ee 9 olor BLK BLUE AND WHITE Color; Matt black, white & blue a a ee. @ : @@ Color Option all Color Option XG-MG-033 XG-MG-034 ee e0e a” Color Option Color Option tt XG-MG-035 XG-MG-036 e y e Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-032,Mugs,,304 vacuum hot & cold mug,304 vacuum hot & cold,510 ml,"BLK;BLUE;WHITE",,22,XG-MG-032,top-right,"fe { \ XG-MG-031 XG-MG-032 oe ee 9 olor BLK BLUE AND WHITE Color; Matt black, white & blue a a ee. @ : @@ Color Option all Color Option XG-MG-033 XG-MG-034 ee e0e a” Color Option Color Option tt XG-MG-035 XG-MG-036 e y e Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-033,Mugs,,304 vacuum hot & cold mug with lid,304 vacuum hot & cold,510 ml,"Blue;white;blk",,22,XG-MG-033,middle-left,"fe { \ XG-MG-031 XG-MG-032 oe ee 9 olor BLK BLUE AND WHITE Color; Matt black, white & blue a a ee. @ : @@ Color Option all Color Option XG-MG-033 XG-MG-034 ee e0e a” Color Option Color Option tt XG-MG-035 XG-MG-036 e y e Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-034,Mugs,,Glass mug with bamboo lid & straw,Glass mug with bamboo lid & straw,500 ml,"GREY;BLUE;BLK;white",,22,XG-MG-034,middle-right,"fe { \ XG-MG-031 XG-MG-032 oe ee 9 olor BLK BLUE AND WHITE Color; Matt black, white & blue a a ee. @ : @@ Color Option all Color Option XG-MG-033 XG-MG-034 ee e0e a” Color Option Color Option tt XG-MG-035 XG-MG-036 e y e Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-035,Mugs,,ceramic mug with cork base,ceramic mug with cork base,350 ml,"Matt black;white",,22,XG-MG-035,bottom-left,"1 XG-MG-032 oe ee 9 olor BLK BLUE AND WHITE Color; Matt black, white & blue a a ee. @ : @@ Color Option all Color Option XG-MG-033 XG-MG-034 ee e0e a” Color Option Color Option tt XG-MG-035 XG-MG-036 e y e Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-036,Mugs,,"304, Vaccum insulated mug with locking cap","304, Vaccum insulated mug with locking cap",500 Appx,"MATT BLACK;white",,22,XG-MG-036,bottom-right,"2 oe ee 9 olor BLK BLUE AND WHITE Color; Matt black, white & blue a a ee. @ : @@ Color Option all Color Option XG-MG-033 XG-MG-034 ee e0e a” Color Option Color Option tt XG-MG-035 XG-MG-036 e y e Color Option A Color Option",VERIFIED_FROM_CATALOGUE
XG-MG-037,Mugs,304. Vaccum insulated mug with handle,,304 Stainless Steel,500 Appx,"MATT BLACK;white",,23,XG-MG-037,top-left,fe { \ XG-MG-037 = XG-MG-038 - e : e Color Option ail Color Option XG-MG-039 XG-MG-040 _  e eo ~ P Color Option Color Option tt XG-MG-041 XG-MG-042 e y e Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-038,Mugs,Spill free tumbler suction mug 304 vacuum insulated,,304 Stainless Steel,450 ml,"MATT BLACK;white",,23,XG-MG-038,top-right,fe { \ XG-MG-037 = XG-MG-038 - e : e Color Option ail Color Option XG-MG-039 XG-MG-040 _  e eo ~ P Color Option Color Option tt XG-MG-041 XG-MG-042 e y e Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-039,Mugs,304 double wall vacuum insulated coffee mug with handle,,304 Stainless Steel,350 ml,"Matt black;white;red",,23,XG-MG-039,middle-left,fe { \ XG-MG-037 = XG-MG-038 - e : e Color Option ail Color Option XG-MG-039 XG-MG-040 _  e eo ~ P Color Option Color Option tt XG-MG-041 XG-MG-042 e y e Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-040,Mugs,BAMBOO INSULATED MUG WITH STEEL CAP,,Bamboo,400 ml Appx,Bamboo,,23,XG-MG-040,middle-right,fe { \ XG-MG-037 = XG-MG-038 - e : e Color Option ail Color Option XG-MG-039 XG-MG-040 _  e eo ~ P Color Option Color Option tt XG-MG-041 XG-MG-042 e y e Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-041,Mugs,304 vacuum hot & cold vacuum mug with strap,,304 Stainless Steel,380 ml,Matt black,,23,XG-MG-041,bottom-left,fe { \ XG-MG-037 = XG-MG-038 - e : e Color Option ail Color Option XG-MG-039 XG-MG-040 _  e eo ~ P Color Option Color Option tt XG-MG-041 XG-MG-042 e y e Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-042,Mugs,High quality 304 vacuum hot & cold,,304 Stainless Steel,320 ml,"WHITE BLK;red",,23,XG-MG-042,bottom-right,fe { \ XG-MG-037 = XG-MG-038 - e : e Color Option ail Color Option XG-MG-039 XG-MG-040 _  e eo ~ P Color Option Color Option tt XG-MG-041 XG-MG-042 e y e Color Option A Color Option,VERIFIED_FROM_CATALOGUE
XG-MG-044,Mugs,,,304 vacuum hot & cold insulated coffee mug easy flip to sip,600 ml,"Matt black;white",,24,XG-MG-044,top-right,"EE —_~ y i \ y . XS = = wos XG-MG-043 \ XG-MG-044 (— e | e Color Option ; Color Option XG-MG-045 XG-MG-046 . anes F """" ——- my) e j Color Option Color Option f",VERIFIED_FROM_CATALOGUE
XG-MG-045,Mugs,,,304 vacuum hot & cold. Dual lid sipper,900 ml,"Green sky blue;Dark blue;black",,24,XG-MG-045,bottom-left,"EE —_~ y i \ y . XS = = wos XG-MG-043 \ XG-MG-044 (— e | e Color Option ; Color Option XG-MG-045 XG-MG-046 . anes F """" ——- my) e j Color Option Color Option f",VERIFIED_FROM_CATALOGUE
XG-MG-046,Mugs,,,304 vacuum hot & cold with cork base with lid,500 ml,Matt black,,24,XG-MG-046,bottom-right,"EE —_~ y i \ y . XS = = wos XG-MG-043 \ XG-MG-044 (— e | e Color Option ; Color Option XG-MG-045 XG-MG-046 . anes F """" ——- my) e j Color Option Color Option f",VERIFIED_FROM_CATALOGUE
XG-MG-048,Mugs,,,,,,,24,XG-MG-048,,,NOT_AVAILABLE
XG-NB-001,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,37,XG-NB-001,top-left,"y f f | NOTEBOOK i ™ —_ XG-NB-001 2 XG-NB-002 2 Sie AS | Size: a8 ; | pnoes:200 paces: 200 al ee | | | ] rr f | — e e y e eo | Color Option — 4 Color Option ix XG-NB-003 XG-NB-004 SIZE: AB SIZE: A5 eS PAGES: 200 PAGES: 200 2 Tee, | oe Ee y Color Option ee Color Option ~ dl XG-NB-005 XG-NB-006 _ size a8 — aces 200 aces: 200 * -_ e e y @ ee — Color Option yy Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-002,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,37,XG-NB-002,top-right,"y f f | NOTEBOOK i ™ —_ XG-NB-001 2 XG-NB-002 2 Sie AS | Size: a8 ; | pnoes:200 paces: 200 al ee | | | ] rr f | — e e y e eo | Color Option — 4 Color Option ix XG-NB-003 XG-NB-004 SIZE: AB SIZE: A5 eS PAGES: 200 PAGES: 200 2 Tee, | oe Ee y Color Option ee Color Option ~ dl XG-NB-005 XG-NB-006 _ size a8 — aces 200 aces: 200 * -_ e e y @ ee — Color Option yy Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-003,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,37,XG-NB-003,middle-left,"y f f | NOTEBOOK i ™ —_ XG-NB-001 2 XG-NB-002 2 Sie AS | Size: a8 ; | pnoes:200 paces: 200 al ee | | | ] rr f | — e e y e eo | Color Option — 4 Color Option ix XG-NB-003 XG-NB-004 SIZE: AB SIZE: A5 eS PAGES: 200 PAGES: 200 2 Tee, | oe Ee y Color Option ee Color Option ~ dl XG-NB-005 XG-NB-006 _ size a8 — aces 200 aces: 200 * -_ e e y @ ee — Color Option yy Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-004,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,37,XG-NB-004,middle-right,"y f f | NOTEBOOK i ™ —_ XG-NB-001 2 XG-NB-002 2 Sie AS | Size: a8 ; | pnoes:200 paces: 200 al ee | | | ] rr f | — e e y e eo | Color Option — 4 Color Option ix XG-NB-003 XG-NB-004 SIZE: AB SIZE: A5 eS PAGES: 200 PAGES: 200 2 Tee, | oe Ee y Color Option ee Color Option ~ dl XG-NB-005 XG-NB-006 _ size a8 — aces 200 aces: 200 * -_ e e y @ ee — Color Option yy Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-005,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,37,XG-NB-005,bottom-left,"ee | | | ] rr f | — e e y e eo | Color Option — 4 Color Option ix XG-NB-003 XG-NB-004 SIZE: AB SIZE: A5 eS PAGES: 200 PAGES: 200 2 Tee, | oe Ee y Color Option ee Color Option ~ dl XG-NB-005 XG-NB-006 _ size a8 — aces 200 aces: 200 * -_ e e y @ ee — Color Option yy Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-006,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,37,XG-NB-006,bottom-right,"rr f | — e e y e eo | Color Option — 4 Color Option ix XG-NB-003 XG-NB-004 SIZE: AB SIZE: A5 eS PAGES: 200 PAGES: 200 2 Tee, | oe Ee y Color Option ee Color Option ~ dl XG-NB-005 XG-NB-006 _ size a8 — aces 200 aces: 200 * -_ e e y @ ee — Color Option yy Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-007,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,38,XG-NB-007,middle-left,"y f & | ! NOTEBOOK i ~ == ci XG-NB-007 XG-NB-008 SIZE: AS 5 | size: AS - smetRute | siescedul = ee fF y e >» | is Color Option A Color Option XG-NB-009 XG-NB-010 aces 200 aces: 200 a TYPE: RULED _— TYPE: RULED a P | er) ee —_ y y e e E | ec0e | y Color Option Color Option — XG-NB-011 XG-NB-012 PAGES: 200 PAGES: 200 = TYPE: RULED TYPE:RULED e @ y © ee i =, Golor Option Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-008,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,38,XG-NB-008,middle-right,"y f & | ! NOTEBOOK i ~ == ci XG-NB-007 XG-NB-008 SIZE: AS 5 | size: AS - smetRute | siescedul = ee fF y e >» | is Color Option A Color Option XG-NB-009 XG-NB-010 aces 200 aces: 200 a TYPE: RULED _— TYPE: RULED a P | er) ee —_ y y e e E | ec0e | y Color Option Color Option — XG-NB-011 XG-NB-012 PAGES: 200 PAGES: 200 = TYPE: RULED TYPE:RULED e @ y © ee i =, Golor Option Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-009,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,38,XG-NB-009,middle-left,"y f & | ! NOTEBOOK i ~ == ci XG-NB-007 XG-NB-008 SIZE: AS 5 | size: AS - smetRute | siescedul = ee fF y e >» | is Color Option A Color Option XG-NB-009 XG-NB-010 aces 200 aces: 200 a TYPE: RULED _— TYPE: RULED a P | er) ee —_ y y e e E | ec0e | y Color Option Color Option — XG-NB-011 XG-NB-012 PAGES: 200 PAGES: 200 = TYPE: RULED TYPE:RULED e @ y © ee i =, Golor Option Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-010,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,38,XG-NB-010,middle-right,"y f & | ! NOTEBOOK i ~ == ci XG-NB-007 XG-NB-008 SIZE: AS 5 | size: AS - smetRute | siescedul = ee fF y e >» | is Color Option A Color Option XG-NB-009 XG-NB-010 aces 200 aces: 200 a TYPE: RULED _— TYPE: RULED a P | er) ee —_ y y e e E | ec0e | y Color Option Color Option — XG-NB-011 XG-NB-012 PAGES: 200 PAGES: 200 = TYPE: RULED TYPE:RULED e @ y © ee i =, Golor Option Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-011,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,38,XG-NB-011,bottom-left,"ee fF y e >» | is Color Option A Color Option XG-NB-009 XG-NB-010 aces 200 aces: 200 a TYPE: RULED _— TYPE: RULED a P | er) ee —_ y y e e E | ec0e | y Color Option Color Option — XG-NB-011 XG-NB-012 PAGES: 200 PAGES: 200 = TYPE: RULED TYPE:RULED e @ y © ee i =, Golor Option Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-012,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,38,XG-NB-012,bottom-right,">» | is Color Option A Color Option XG-NB-009 XG-NB-010 aces 200 aces: 200 a TYPE: RULED _— TYPE: RULED a P | er) ee —_ y y e e E | ec0e | y Color Option Color Option — XG-NB-011 XG-NB-012 PAGES: 200 PAGES: 200 = TYPE: RULED TYPE:RULED e @ y © ee i =, Golor Option Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-013,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,39,XG-NB-013,top-left,"LEE f | NOTEBOOK \ XG-NB-013 XG-NB-014 SIZE: AS i, SIZE: AS TYPE: RULED. be TYPE: RULED @ e6 {  @ 608 ai Color Option _ Color Option XG-NB-O15 XG-NB-016 TYPE: RULED ah TYPE: RULED. e@ ee ec0e ie y Color Option Color Option yr XG-NB-017 XG-NB-018 ee | — e ee i Color Option y Color Option a",VERIFIED_FROM_CATALOGUE
XG-NB-014,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,39,XG-NB-014,top-right,"LEE f | NOTEBOOK \ XG-NB-013 XG-NB-014 SIZE: AS i, SIZE: AS TYPE: RULED. be TYPE: RULED @ e6 {  @ 608 ai Color Option _ Color Option XG-NB-O15 XG-NB-016 TYPE: RULED ah TYPE: RULED. e@ ee ec0e ie y Color Option Color Option yr XG-NB-017 XG-NB-018 ee | — e ee i Color Option y Color Option a",VERIFIED_FROM_CATALOGUE
XG-NB-015,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,39,XG-NB-015,middle-left,,VERIFIED_FROM_CATALOGUE
XG-NB-016,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,39,XG-NB-016,middle-right,"LEE f | NOTEBOOK \ XG-NB-013 XG-NB-014 SIZE: AS i, SIZE: AS TYPE: RULED. be TYPE: RULED @ e6 {  @ 608 ai Color Option _ Color Option XG-NB-O15 XG-NB-016 TYPE: RULED ah TYPE: RULED. e@ ee ec0e ie y Color Option Color Option yr XG-NB-017 XG-NB-018 ee | — e ee i Color Option y Color Option a",VERIFIED_FROM_CATALOGUE
XG-NB-017,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,39,XG-NB-017,bottom-left,"S i, SIZE: AS TYPE: RULED. be TYPE: RULED @ e6 {  @ 608 ai Color Option _ Color Option XG-NB-O15 XG-NB-016 TYPE: RULED ah TYPE: RULED. e@ ee ec0e ie y Color Option Color Option yr XG-NB-017 XG-NB-018 ee | — e ee i Color Option y Color Option a",VERIFIED_FROM_CATALOGUE
XG-NB-018,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,39,XG-NB-018,bottom-right,AS TYPE: RULED. be TYPE: RULED @ e6 {  @ 608 ai Color Option _ Color Option XG-NB-O15 XG-NB-016 TYPE: RULED ah TYPE: RULED. e@ ee ec0e ie y Color Option Color Option yr XG-NB-017 XG-NB-018 ee | — e ee i Color Option y Color Option a,VERIFIED_FROM_CATALOGUE
XG-NB-019,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,40,XG-NB-019,middle-left,"f  f  | NOTEBOOK  f  ™ <i XG-NB-019 XG-NB-020 SIZE: AS. ‘SIZE: AS £ Sa Color Option A Color Option XG-NB-021 XG-NB-022 eee 1.6 eee = , Color Option - Color Option _ y XG-NB-023 XG-NB-024 ® o ” , eT) A Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-020,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,40,XG-NB-020,middle-right,"f  f  | NOTEBOOK  f  ™ <i XG-NB-019 XG-NB-020 SIZE: AS. ‘SIZE: AS £ Sa Color Option A Color Option XG-NB-021 XG-NB-022 eee 1.6 eee = , Color Option - Color Option _ y XG-NB-023 XG-NB-024 ® o ” , eT) A Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-021,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,40,XG-NB-021,middle-left,"f  f  | NOTEBOOK  f  ™ <i XG-NB-019 XG-NB-020 SIZE: AS. ‘SIZE: AS £ Sa Color Option A Color Option XG-NB-021 XG-NB-022 eee 1.6 eee = , Color Option - Color Option _ y XG-NB-023 XG-NB-024 ® o ” , eT) A Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-022,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,40,XG-NB-022,middle-right,"f  f  | NOTEBOOK  f  ™ <i XG-NB-019 XG-NB-020 SIZE: AS. ‘SIZE: AS £ Sa Color Option A Color Option XG-NB-021 XG-NB-022 eee 1.6 eee = , Color Option - Color Option _ y XG-NB-023 XG-NB-024 ® o ” , eT) A Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-023,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,40,XG-NB-023,bottom-left,"f  f  | NOTEBOOK  f  ™ <i XG-NB-019 XG-NB-020 SIZE: AS. ‘SIZE: AS £ Sa Color Option A Color Option XG-NB-021 XG-NB-022 eee 1.6 eee = , Color Option - Color Option _ y XG-NB-023 XG-NB-024 ® o ” , eT) A Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-024,Notebooks,,"SIZE: A5, PAGES: 200, TYPE: RULED",,200 Pages (A5),,,40,XG-NB-024,bottom-right,"f  f  | NOTEBOOK  f  ™ <i XG-NB-019 XG-NB-020 SIZE: AS. ‘SIZE: AS £ Sa Color Option A Color Option XG-NB-021 XG-NB-022 eee 1.6 eee = , Color Option - Color Option _ y XG-NB-023 XG-NB-024 ® o ” , eT) A Color Option",VERIFIED_FROM_CATALOGUE
XG-NB-025,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,41,XG-NB-025,bottom-left,| NOTEBOOK X = 2a XG-NB-025 XG-NB-026 = e . e e@ Color Option Color Option,VERIFIED_FROM_CATALOGUE
XG-NB-026,Notebooks,,"SIZE: A5
PAGES: 200
TYPE: RULED",,200 Pages (A5),,,41,XG-NB-026,bottom-right,| NOTEBOOK X = 2a XG-NB-025 XG-NB-026 = e . e e@ Color Option Color Option,VERIFIED_FROM_CATALOGUE
XG-MP-001,Pens,MOBILE STYLUS,"Engraving & print possible, Style type : TWIST, MOBILE STYLUS",Metal,,"White;Black",,33,XG-MP-001,middle-left,y y/ & { \ XG-MP-001 XG-EL-002 e / y eco Color Option tt Color Option XG-MP-003 XG-MP-004 / ee / e 7 Color Option Color Option y XG-MP-005 a XG-MP-006 os ‘Style type: twist y Style type: twist eco / eee e / Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MP-003,Pens,METAL BALL PEN,"Engraving & print possible, Style type : twist",Metal,,"White;Gold;Blue",,33,XG-MP-003,middle-left,y y/ & { \ XG-MP-001 XG-EL-002 e / y eco Color Option tt Color Option XG-MP-003 XG-MP-004 / ee / e 7 Color Option Color Option y XG-MP-005 a XG-MP-006 os ‘Style type: twist y Style type: twist eco / eee e / Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MP-004,Pens,METAL BALL PEN,"Engraving & print possible, Style type : twist",Metal,,White,,33,XG-MP-004,middle-right,y y/ & { \ XG-MP-001 XG-EL-002 e / y eco Color Option tt Color Option XG-MP-003 XG-MP-004 / ee / e 7 Color Option Color Option y XG-MP-005 a XG-MP-006 os ‘Style type: twist y Style type: twist eco / eee e / Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MP-005,Pens,METAL BALL PEN,"Engraving & print possible, Style type : twist",Metal,,"Gold;Blue;Grey;Brown;White",,33,XG-MP-005,bottom-left,y y/ & { \ XG-MP-001 XG-EL-002 e / y eco Color Option tt Color Option XG-MP-003 XG-MP-004 / ee / e 7 Color Option Color Option y XG-MP-005 a XG-MP-006 os ‘Style type: twist y Style type: twist eco / eee e / Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
XG-MP-006,Pens,METAL BALL PEN,"Engraving & print possible, Style type : twist",Metal,,"Gold;Blue;White;Grey;Brown",,33,XG-MP-006,bottom-right,y y/ & { \ XG-MP-001 XG-EL-002 e / y eco Color Option tt Color Option XG-MP-003 XG-MP-004 / ee / e 7 Color Option Color Option y XG-MP-005 a XG-MP-006 os ‘Style type: twist y Style type: twist eco / eee e / Color Option yr Color Option,VERIFIED_FROM_CATALOGUE
